
PRE2005__EMISSIONS____________________________
CONTENT:           GLOBAL ANNUAL EMISSIONS.
RUN:               20THCENTURY, FINAL RELEASE, 26 Nov. 2009
PRE2005 CONTACT:   RCP Concentration Calculation & Data Group
DATE:              26/11/2009 11:29:06
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps.
NOTE:              THIS EMISSION DATASET ONLY TO BE USED FOR EMISSION-DRIVEN ESM CMIP5 RUNS, AS CONCENTRATIONS, NOT EMISSIONS, SHALL BE PRESCRIBED IN MAIN CMIP5 RUNS.
DOCUMENTATION:   M. Meinshausen, S. Smith et al. (2011) "The RCP GHG concentrations and their extension from 1765 to 2300", DOI 10.1007/s10584-011-0156-z, Climatic Change.

COLUMN_DESCRIPTION________________________________________
1. FossilCO2        - Fossil & Industrial CO2 (Fossil, Cement, Gas Flaring & Bunker Fuels)
2. OtherCO2         - Landuse related CO2 Emissions
3. CH4              - Methane
4. N2O              - Nitrous Oxide
5. - 11.            - Tropospheric ozone precursors, aerosols and reactive gas emissions
12. - 23.           - Flourinated gases controlled under the Kyoto Protocol, (HFCs, PFCs, SF6)
24. - 39.           - Ozone Depleting Substances controlled under the Montreal Protocol (CFCs, HFCFC, Halons, CCl4, MCF, CH3Br, CH3Cl)


 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          39,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2005,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          38,
 THISFILE_UNITS          =  SEE ROW 36,
 THISFILE_DATTYPE        =  RCPDAT
 /

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                  36                  37                  38                  39
      1773      0.39999999E-02      0.42706371E-01      0.53080938E+01      0.39676975E-01      0.22262786E+00      0.36536778E+02      0.64846451E+01      0.52037068E+00      0.29345000E+00      0.20824030E+01      0.98764194E+00      0.10723098E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1774      0.39999999E-02      0.48044667E-01      0.57925816E+01      0.44604715E-01      0.24066954E+00      0.40486382E+02      0.71869238E+01      0.57929387E+00      0.32044601E+00      0.23006082E+01      0.10045843E+01      0.10718937E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1775      0.39999999E-02      0.53382963E-01      0.62788896E+01      0.49532780E-01      0.25881073E+00      0.44442265E+02      0.78903037E+01      0.63827932E+00      0.34754051E+00      0.25192414E+01      0.10211281E+01      0.10714769E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1776      0.39999999E-02      0.58721259E-01      0.67670743E+01      0.54461180E-01      0.27705451E+00      0.48404620E+02      0.85948188E+01      0.69732895E+00      0.37473653E+00      0.27383159E+01      0.10372808E+01      0.10710595E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1777      0.39999999E-02      0.64059556E-01      0.72571937E+01      0.59389923E-01      0.29540406E+00      0.52373649E+02      0.93005044E+01      0.75644476E+00      0.40203721E+00      0.29578452E+01      0.10530496E+01      0.10706413E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1778      0.39999999E-02      0.69397852E-01      0.77493076E+01      0.64319022E-01      0.31386264E+00      0.56349557E+02      0.10007397E+02      0.81562878E+00      0.42944580E+00      0.31778436E+01      0.10684418E+01      0.10702225E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1779      0.39999999E-02      0.74736148E-01      0.82434776E+01      0.69248487E-01      0.33243362E+00      0.60332558E+02      0.10715533E+02      0.87488313E+00      0.45696563E+00      0.33983254E+01      0.10834648E+01      0.10698030E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1780      0.39999999E-02      0.80074445E-01      0.87397674E+01      0.74178330E-01      0.35112049E+00      0.64322870E+02      0.11424951E+02      0.93420999E+00      0.48460014E+00      0.36193057E+01      0.10981259E+01      0.10693826E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1781      0.49999999E-02      0.85412741E-01      0.92382426E+01      0.79108562E-01      0.36992683E+00      0.68320720E+02      0.12135692E+02      0.99361159E+00      0.51235288E+00      0.38407999E+01      0.11154744E+01      0.10689617E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1782      0.49999999E-02      0.90751037E-01      0.97389706E+01      0.84039195E-01      0.38885633E+00      0.72326340E+02      0.12847795E+02      0.10530902E+01      0.54022750E+00      0.40628238E+01      0.11294337E+01      0.10685398E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1783      0.49999999E-02      0.96089334E-01      0.10242021E+02      0.88970241E-01      0.40791280E+00      0.76339972E+02      0.13561303E+02      0.11126483E+01      0.56822778E+00      0.42853938E+01      0.11430530E+01      0.10681171E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1784      0.49999999E-02      0.10142763E+00      0.10747466E+02      0.93901714E-01      0.42710016E+00      0.80361863E+02      0.14276260E+02      0.11722883E+01      0.59635759E+00      0.45085268E+01      0.11563396E+01      0.10676935E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1785      0.49999999E-02      0.10676593E+00      0.11255380E+02      0.98833627E-01      0.44642248E+00      0.84392268E+02      0.14992711E+02      0.12320128E+01      0.62462095E+00      0.47322403E+01      0.11693010E+01      0.10672691E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1786      0.49999999E-02      0.11210422E+00      0.11765839E+02      0.10376599E+00      0.46588391E+00      0.88431451E+02      0.15710701E+02      0.12918242E+01      0.65302198E+00      0.49565522E+01      0.11819444E+01      0.10668437E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1787      0.49999999E-02      0.11744252E+00      0.12278921E+02      0.10869883E+00      0.48548877E+00      0.92479683E+02      0.16430278E+02      0.13517254E+01      0.68156496E+00      0.51814809E+01      0.11942770E+01      0.10664172E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1788      0.49999999E-02      0.12278082E+00      0.12794707E+02      0.11363214E+00      0.50524148E+00      0.96537244E+02      0.17151491E+02      0.14117191E+01      0.71025425E+00      0.54070456E+01      0.12063064E+01      0.10659899E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1789      0.49999999E-02      0.12811911E+00      0.13313282E+02      0.11856595E+00      0.52514663E+00      0.10060442E+03      0.17874391E+02      0.14718082E+01      0.73909439E+00      0.56332660E+01      0.12180397E+01      0.10655614E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1790      0.49999999E-02      0.13345741E+00      0.13834732E+02      0.12350027E+00      0.54520892E+00      0.10468152E+03      0.18599030E+02      0.15319956E+01      0.76809005E+00      0.58601623E+01      0.12294843E+01      0.10651319E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1791      0.59999999E-02      0.13879570E+00      0.14359145E+02      0.12843512E+00      0.56543322E+00      0.10876883E+03      0.19325462E+02      0.15922843E+01      0.79724604E+00      0.60877554E+01      0.12436895E+01      0.10647012E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1792      0.59999999E-02      0.14413400E+00      0.14886613E+02      0.13337052E+00      0.58582453E+00      0.11286668E+03      0.20053742E+02      0.16526776E+01      0.82656730E+00      0.63160669E+01      0.12545786E+01      0.10642695E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1793      0.59999999E-02      0.14947230E+00      0.15417231E+02      0.13830648E+00      0.60638803E+00      0.11697540E+03      0.20783927E+02      0.17131785E+01      0.85605896E+00      0.65451189E+01      0.12652010E+01      0.10638364E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1794      0.59999999E-02      0.15481059E+00      0.15951096E+02      0.14324301E+00      0.62712904E+00      0.12109532E+03      0.21516077E+02      0.17737906E+01      0.88572629E+00      0.67749345E+01      0.12755639E+01      0.10634021E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
      1795      0.59999999E-02      0.16014889E+00      0.16488308E+02      0.14818014E+00      0.64805304E+00      0.12522678E+03      0.22250252E+02      0.18345171E+01      0.91557471E+00      0.70055372E+01      0.12856747E+01      0.10629666E-01      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.15726700E+03      0.31002110E+04
